title,url,instructionalLevel,corpus
Quick & Easy Piano Chords: Play more songs with more chords,https://www.udemy.com/quick-and-easy-piano-chords/,Beginner Level,Quick & Easy Piano Chords: Play more songs with more chords quick and easy piano chordsMusic InstrBeginner Level
Instant Harmonica - play Scarborough Fair in 8 easy lectures,https://www.udemy.com/instant-harmonica-play-scarborough-fair-in-8-easy-lectures/,Beginner Level,Instant Harmonica - play Scarborough Fair in 8 easy lectures instant harmonica play scarborough fair in 8 easy lecturesMusic InstrBeginner Level
Piano With Willie: Blues n' Boogie Vol. 2,https://www.udemy.com/piano-with-willie-blues-n-boogie-vol-2/,Intermediate Level,Piano With Willie: Blues n' Boogie Vol. 2 piano with willie blues n boogie vol 2Music InstrIntermediate Level
Have Fun with Beginner Blues Piano,https://www.udemy.com/have-fun-with-beginner-blues-piano/,All Levels,Have Fun with Beginner Blues Piano have fun with beginner blues pianoMusic InstrAll Levels
Learn to Play Harp: Beginners Course,https://www.udemy.com/learn-to-play-harp-beginners-course/,Beginner Level,Learn to Play Harp: Beginners Course learn to play harp beginners courseMusic InstrBeginner Level
Instant Harmonica - play this classic 8 bar blues tune!,https://www.udemy.com/instant-harmonica-play-trouble-in-mind-basic-8-bar-blues/,All Levels,Instant Harmonica - play this classic 8 bar blues tune! instant harmonica play trouble in mind basic 8 bar bluesMusic InstrAll Levels
Guitar Lessons - Learning The Neck - Fretboard Mastery,https://www.udemy.com/guitar-lessons-learning-the-neck-fretboard-mastery/,All Levels,Guitar Lessons - Learning The Neck - Fretboard Mastery guitar lessons learning the neck fretboard masteryMusic InstrAll Levels
Take your double bass drum technique to the next level,https://www.udemy.com/take-your-double-bass-drum-technique-to-the-next-level/,Intermediate Level,Take your double bass drum technique to the next level take your double bass drum technique to the next levelMusic InstrIntermediate Level
How To Play The Cajon: For Beginners,https://www.udemy.com/how-to-play-the-cajon-for-beginners/,All Levels,How To Play The Cajon: For Beginners how to play the cajon for beginnersMusic InstrAll Levels
Slide Guitar- Slide Soloing Essentials,https://www.udemy.com/slide-guitar/,All Levels,Slide Guitar- Slide Soloing Essentials slide guitarMusic InstrAll Levels
Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,https://www.udemy.com/learn-piano-8-use-augmented-chord-sub-whole-tone-scales/,All Levels,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales learn piano 8 use augmented chord sub whole tone scalesMusic InstrAll Levels
Learn Acoustic Guitar for Worship,https://www.udemy.com/learn-acoustic-guitar-for-worship/,Beginner Level,Learn Acoustic Guitar for Worship learn acoustic guitar for worshipMusic InstrBeginner Level
Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,https://www.udemy.com/arrahman-hits/,Intermediate Level,Learn 3 - All Time A R Rahman Hits on Carnatic Flute! arrahman hitsMusic InstrIntermediate Level
Guitar Lessons: The Essential Beginner & Intermediate Course,https://www.udemy.com/guitar-lessons-the-essential-beginner-intermediate-course/,All Levels,Guitar Lessons: The Essential Beginner & Intermediate Course guitar lessons the essential beginner intermediate courseMusic InstrAll Levels
Instant Harmonica - play the groovy Irish Washerwoman now!,https://www.udemy.com/instant-harmonica-play-the-groovy-irish-washerwoman-now/,Beginner Level,Instant Harmonica - play the groovy Irish Washerwoman now! instant harmonica play the groovy irish washerwoman nowMusic InstrBeginner Level
Music Fundamentals: Learn Beatmaking with Pen Tapping,https://www.udemy.com/music-fundamentals-learn-beatmaking-with-pen-tapping/,All Levels,Music Fundamentals: Learn Beatmaking with Pen Tapping music fundamentals learn beatmaking with pen tappingMusic InstrAll Levels
"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",https://www.udemy.com/learn-popular-piano-successfully-have-fun-making-music-now/,All Levels,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do"" learn popular piano successfully have fun making music nowMusic InstrAll Levels"
Beginner Guitar Lessons by Paul Gronow,https://www.udemy.com/beginner-guitar-lessons-by-paul-gronow/,All Levels,Beginner Guitar Lessons by Paul Gronow beginner guitar lessons by paul gronowMusic InstrAll Levels
Guitar Fretboard Secrets,https://www.udemy.com/guitar-fretboard-secrets/,Intermediate Level,Guitar Fretboard Secrets guitar fretboard secretsMusic InstrIntermediate Level
Learn to Play French Horn: Beginner to Pro Made the Easy Way,https://www.udemy.com/beginninghorn/,Beginner Level,Learn to Play French Horn: Beginner to Pro Made the Easy Way beginninghornMusic InstrBeginner Level
150 Rock Guitar Licks You MUST Know,https://www.udemy.com/150-rock-guitar-licks-you-must-know/,All Levels,150 Rock Guitar Licks You MUST Know 150 rock guitar licks you must knowMusic InstrAll Levels
Didgeridoo - from zero to HERO! Part One - beginning,https://www.udemy.com/didgeridoo-beginners/,Beginner Level,Didgeridoo - from zero to HERO! Part One - beginning didgeridoo beginnersMusic InstrBeginner Level
Learn Piano Scales: Play any song in any key! Like Pro's do,https://www.udemy.com/learn-piano-scales/,Beginner Level,Learn Piano Scales: Play any song in any key! Like Pro's do learn piano scalesMusic InstrBeginner Level
Instant Harmonica - play the groovy Valens La Bamba now!,https://www.udemy.com/instant-harmonica-play-the-groovy-valens-la-bamba-now/,Beginner Level,Instant Harmonica - play the groovy Valens La Bamba now! instant harmonica play the groovy valens la bamba nowMusic InstrBeginner Level
Blues Master - Beginner's Techniques Piano Course,https://www.udemy.com/blues-master-basic-techniques-piano-course/,All Levels,Blues Master - Beginner's Techniques Piano Course blues master basic techniques piano courseMusic InstrAll Levels
"How to play Djembe, Drums & Rhythm. Level 2",https://www.udemy.com/how-to-play-djembe-drums-rhythm-level-2/,Intermediate Level,"How to play Djembe, Drums & Rhythm. Level 2 how to play djembe drums rhythm level 2Music InstrIntermediate Level"
Instant Harmonica - play Amazing Grace with grace and ease!,https://www.udemy.com/instant-harmonica-play-amazing-grace-with-grace-and-ease/,Beginner Level,Instant Harmonica - play Amazing Grace with grace and ease! instant harmonica play amazing grace with grace and easeMusic InstrBeginner Level
Instant Harmonica - play Amazing Grace + Ode to Joy now!,https://www.udemy.com/instant-harmonica-play-amazing-grace-ode-to-joy-now/,All Levels,Instant Harmonica - play Amazing Grace + Ode to Joy now! instant harmonica play amazing grace ode to joy nowMusic InstrAll Levels
Play Thousands of Songs On The Guitar | Cheater Chords,https://www.udemy.com/how-to-play-any-song-on-the-guitar-secret-chords/,Beginner Level,Play Thousands of Songs On The Guitar | Cheater Chords how to play any song on the guitar secret chordsMusic InstrBeginner Level
Piano Improvisation from Day One,https://www.udemy.com/piano-improvisation-from-day-one/,All Levels,Piano Improvisation from Day One piano improvisation from day oneMusic InstrAll Levels
Classical Guitar Essentials - The Basics Part 1,https://www.udemy.com/classical-guitar-essentials-the-basics-part1/,Beginner Level,Classical Guitar Essentials - The Basics Part 1 classical guitar essentials the basics part1Music InstrBeginner Level
Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,https://www.udemy.com/learn-piano-7-learn-chromatic-chords-chromatic-scale-run/,All Levels,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run learn piano 7 learn chromatic chords chromatic scale runMusic InstrAll Levels
Play all major scales by ear - no notation required!,https://www.udemy.com/piano-major-scales/,Beginner Level,Play all major scales by ear - no notation required! piano major scalesMusic InstrBeginner Level
How to play in a local Irish music session with confidence,https://www.udemy.com/how-to-get-into-an-irish-music-session-with-confidence/,All Levels,How to play in a local Irish music session with confidence how to get into an irish music session with confidenceMusic InstrAll Levels
The Total Beginner's Guitar Course,https://www.udemy.com/total-beginner-guitar-lessons/,Beginner Level,The Total Beginner's Guitar Course total beginner guitar lessonsMusic InstrBeginner Level
Virtual Piano Lessons - A New Way To Learn Piano,https://www.udemy.com/virtual-piano-lessons-a-new-way-to-learn-piano/,All Levels,Virtual Piano Lessons - A New Way To Learn Piano virtual piano lessons a new way to learn pianoMusic InstrAll Levels
16 Guitar Chords to Jam With - (Beginner - Intermediate),https://www.udemy.com/12-chords-to-jam-with/,Beginner Level,16 Guitar Chords to Jam With - (Beginner - Intermediate) 12 chords to jam withMusic InstrBeginner Level
Free Beginner Electric Guitar Lessons,https://www.udemy.com/beginner-electric-guitar-lessons/,Beginner Level,Free Beginner Electric Guitar Lessons beginner electric guitar lessonsMusic InstrBeginner Level
101 Awesome Rockabilly Guitar Licks,https://www.udemy.com/101-awesome-rockabilly-guitar-licks/,Intermediate Level,101 Awesome Rockabilly Guitar Licks 101 awesome rockabilly guitar licksMusic InstrIntermediate Level
A beginner`s guide to fingerpicking and strumming guitar',https://www.udemy.com/guitar-domination-fingerpicking-strumming-beginners/,Beginner Level,A beginner`s guide to fingerpicking and strumming guitar' guitar domination fingerpicking strumming beginnersMusic InstrBeginner Level
"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",https://www.udemy.com/instant-harmonica-basic-12-bar-blues-course-easy-and-fun/,Beginner Level,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun! instant harmonica basic 12 bar blues course easy and funMusic InstrBeginner Level"
Your First Course on Piano,https://www.udemy.com/introduction-to-piano-and-music/,Beginner Level,Your First Course on Piano introduction to piano and musicMusic InstrBeginner Level
Acoustic Guitar Basics,https://www.udemy.com/acoustic-guitar-basics/,Beginner Level,Acoustic Guitar Basics acoustic guitar basicsMusic InstrBeginner Level
Cracking the Violin Code!,https://www.udemy.com/learnviolin/,All Levels,Cracking the Violin Code! learnviolinMusic InstrAll Levels
Instant Bodhran - part one; learn the basics of drumming now,https://www.udemy.com/instant-bodhran-learn-irish-drum-for-fun-and-in-sessions/,Beginner Level,Instant Bodhran - part one; learn the basics of drumming now instant bodhran learn irish drum for fun and in sessionsMusic InstrBeginner Level
"Play The Piano By Ear | Master Class, Learn By Doing",https://www.udemy.com/playing-piano-by-ear-master-course-learn-by-doing/,All Levels,"Play The Piano By Ear | Master Class, Learn By Doing playing piano by ear master course learn by doingMusic InstrAll Levels"
Discover Classical Guitar Level 2   ,https://www.udemy.com/discover-classical-guitar-level-2/,Intermediate Level,Discover Classical Guitar Level 2    discover classical guitar level 2Music InstrIntermediate Level
Fingerpicking Classics - Great songs played fingerstyle!,https://www.udemy.com/fingerpicking-learn-fingerstyle-guitar-songs/,All Levels,Fingerpicking Classics - Great songs played fingerstyle! fingerpicking learn fingerstyle guitar songsMusic InstrAll Levels
6 Must Know Tricks to Successful Solos,https://www.udemy.com/6-secrets-to-successful-solos/,All Levels,6 Must Know Tricks to Successful Solos 6 secrets to successful solosMusic InstrAll Levels
CAGED System for Guitar (Guitar Lessons from Lutz Academy),https://www.udemy.com/caged-system-for-guitar/,All Levels,CAGED System for Guitar (Guitar Lessons from Lutz Academy) caged system for guitarMusic InstrAll Levels
Learn the Violin - No Music Experience Necessary!,https://www.udemy.com/learn-the-violin-no-music-experience-necessary/,Beginner Level,Learn the Violin - No Music Experience Necessary! learn the violin no music experience necessaryMusic InstrBeginner Level
Your Second Course on Piano: Two Handed Playing,https://www.udemy.com/learn-to-play-piano-level-1/,Beginner Level,Your Second Course on Piano: Two Handed Playing learn to play piano level 1Music InstrBeginner Level
How to Design Your Own Guitar,https://www.udemy.com/how-to-design-your-own-guitar/,All Levels,How to Design Your Own Guitar how to design your own guitarMusic InstrAll Levels
How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,https://www.udemy.com/swing-acoustic-blues-guitar-lessons/,Intermediate Level,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons swing acoustic blues guitar lessonsMusic InstrIntermediate Level
Play Sonny Terry style on Harmonica and dazzle your friends!,https://www.udemy.com/benhewlettharmonicatuition60sonnyterryriffslevel1/,All Levels,Play Sonny Terry style on Harmonica and dazzle your friends! benhewlettharmonicatuition60sonnyterryriffslevel1Music InstrAll Levels
Blues and Advanced Guitar Lessons,https://www.udemy.com/blues-and-advanced-guitar-lessons/,All Levels,Blues and Advanced Guitar Lessons blues and advanced guitar lessonsMusic InstrAll Levels
Learn basics of South Indian Carnatic Flute Step by Step ,https://www.udemy.com/carnatic-flute/,Beginner Level,Learn basics of South Indian Carnatic Flute Step by Step  carnatic fluteMusic InstrBeginner Level
Basic Piano Hymn Playing,https://www.udemy.com/basic-piano-hymn-playing/,Beginner Level,Basic Piano Hymn Playing basic piano hymn playingMusic InstrBeginner Level
#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,https://www.udemy.com/magic-of-eb-key-12-piano-tips-to-play-open-10-ballad-feel/,All Levels,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs magic of eb key 12 piano tips to play open 10 ballad feelMusic InstrAll Levels
