title,url,instructionalLevel,source,institution,isPaid,corpus
Product Design: The Delft Design Approach,https://www.edx.org/course/product-design-the-delft-design-approach,Intermediate Level,Edx,Delft University of Technology,False,Product Design: The Delft Design Approach https:www.edx.orgcourseproduct design the delft design approachNA Intermediate Level Edx Delft University of Technology
Introduction to Psychology | 心理学概论,https://www.edx.org/course/introduction-to-psychology-2,Beginner Level,Edx,Tsinghua University,False,Introduction to Psychology | 心理学概论 https:www.edx.orgcourseintroduction to psychology 2NA Beginner Level Edx Tsinghua University
Circuits and Electronics 3: Applications,https://www.edx.org/course/circuits-and-electronics-3-applications-2,Intermediate Level,Edx,Massachusetts Institute of Technology,False,Circuits and Electronics 3: Applications https:www.edx.orgcoursecircuits and electronics 3 applications 2NA Intermediate Level Edx Massachusetts Institute of Technology
Vaccines: from smallpox to technologies of the future,https://www.edx.org/course/vaccines-from-smallpox-to-technologies-of-future,Intermediate Level,Edx,KU Leuven University,False,Vaccines: from smallpox to technologies of the future https:www.edx.orgcoursevaccines from smallpox to technologies of futureNA Intermediate Level Edx KU Leuven University
Le management,https://www.edx.org/course/le-management,Beginner Level,Edx,HEC Montréal,False,Le management https:www.edx.orgcoursele managementNA Beginner Level Edx HEC Montréal
Circular Economy for a Sustainable Built Environment,https://www.edx.org/course/circular-economy-for-a-sustainable-built-environ-2,Intermediate Level,Edx,Delft University of Technology,False,Circular Economy for a Sustainable Built Environment https:www.edx.orgcoursecircular economy for a sustainable built environ 2NA Intermediate Level Edx Delft University of Technology
Agile Innovation and Problem Solving Skills,https://www.edx.org/course/agile-solutions-for-greater-innovation,Expert Level,Edx,"The University of Maryland, College Park-University System of Maryland",False,"Agile Innovation and Problem Solving Skills https:www.edx.orgcourseagile solutions for greater innovationNA Expert Level Edx The University of Maryland, College Park-University System of Maryland"
International Investment Law,https://www.edx.org/course/international-investment-law,Expert Level,Edx,Université catholique de Louvain,False,International Investment Law https:www.edx.orgcourseinternational investment lawNA Expert Level Edx Université catholique de Louvain
Animation and CGI Motion,https://www.edx.org/course/animation-and-cgi-motion-2,Expert Level,Edx,Columbia University,False,Animation and CGI Motion https:www.edx.orgcourseanimation and cgi motion 2NA Expert Level Edx Columbia University
Terrorism and Counterterrorism,https://www.edx.org/course/terrorism-and-counterterrorism,Beginner Level,Edx,Georgetown University,False,Terrorism and Counterterrorism https:www.edx.orgcourseterrorism and counterterrorismNA Beginner Level Edx Georgetown University
Découvrir le marketing,https://www.edx.org/course/decouvrir-le-marketing,Intermediate Level,Edx,Université catholique de Louvain,False,Découvrir le marketing https:www.edx.orgcoursedecouvrir le marketingNA Intermediate Level Edx Université catholique de Louvain
Solar Energy: Photovoltaic (PV) Energy Conversion,https://www.edx.org/course/solar-energy-photovoltaic-pv-energy-conversion,Expert Level,Edx,Delft University of Technology,False,Solar Energy: Photovoltaic (PV) Energy Conversion https:www.edx.orgcoursesolar energy photovoltaic pv energy conversionNA Expert Level Edx Delft University of Technology
Introduction to Actuarial Science,https://www.edx.org/course/introduction-to-actuarial-science,Beginner Level,Edx,Australian National University,False,Introduction to Actuarial Science https:www.edx.orgcourseintroduction to actuarial scienceNA Beginner Level Edx Australian National University
PredictionX: Lost Without Longitude,https://www.edx.org/course/predictionx-lost-without-longitude,Beginner Level,Edx,Harvard University,False,PredictionX: Lost Without Longitude https:www.edx.orgcoursepredictionx lost without longitudeNA Beginner Level Edx Harvard University
Information Technology Foundations,https://www.edx.org/course/information-technology-foundations,Beginner Level,Edx,Western Governors University,False,Information Technology Foundations https:www.edx.orgcourseinformation technology foundationsNA Beginner Level Edx Western Governors University
Introducción a la Inteligencia Artificial de Watson,https://www.edx.org/course/introduccion-a-la-inteligencia-artificial-de-watson,Beginner Level,Edx,IBM,False,Introducción a la Inteligencia Artificial de Watson https:www.edx.orgcourseintroduccion a la inteligencia artificial de watsonNA Beginner Level Edx IBM
Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders,https://www.edx.org/course/influencing-stakeholders-discover-your-leadershi-2,Intermediate Level,Edx,Delft University of Technology,False,Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders https:www.edx.orgcourseinfluencing stakeholders discover your leadershi 2NA Intermediate Level Edx Delft University of Technology
Instructional Design and Technology: Learning Theories,https://www.edx.org/course/instructional-design-and-technology-learning-the-2,Intermediate Level,Edx,University System of Maryland-University of Maryland Global Campus,False,Instructional Design and Technology: Learning Theories https:www.edx.orgcourseinstructional design and technology learning the 2NA Intermediate Level Edx University System of Maryland-University of Maryland Global Campus
"Algorithms: Design and Analysis, Part 2",https://www.edx.org/course/algorithms-design-and-analysis-part-2-2,Intermediate Level,Edx,Stanford University,False,"Algorithms: Design and Analysis, Part 2 https:www.edx.orgcoursealgorithms design and analysis part 2 2NA Intermediate Level Edx Stanford University"
The Math of Data Science: Linear Algebra,https://www.edx.org/course/math-of-data-science-linear-algebra,Intermediate Level,Edx,Rice University,False,The Math of Data Science: Linear Algebra https:www.edx.orgcoursemath of data science linear algebraNA Intermediate Level Edx Rice University
Introducción al quirófano,https://www.edx.org/course/introduccion-al-quirofano,Intermediate Level,Edx,Universidades Anáhuac,False,Introducción al quirófano https:www.edx.orgcourseintroduccion al quirofanoNA Intermediate Level Edx Universidades Anáhuac
The Hardware of a Quantum Computer,https://www.edx.org/course/hardware-of-quantum-computer,Intermediate Level,Edx,Delft University of Technology,False,The Hardware of a Quantum Computer https:www.edx.orgcoursehardware of quantum computerNA Intermediate Level Edx Delft University of Technology
Grabar y mezclar música,https://www.edx.org/course/grabar-y-mezclar-musica,Beginner Level,Edx,Berklee College of Music,False,Grabar y mezclar música https:www.edx.orgcoursegrabar y mezclar musicaNA Beginner Level Edx Berklee College of Music
Leadership focused on Human Flourishing,https://www.edx.org/course/leadership-focused-on-human-flourishing,Intermediate Level,Edx,Tecnológico de Monterrey,False,Leadership focused on Human Flourishing https:www.edx.orgcourseleadership focused on human flourishingNA Intermediate Level Edx Tecnológico de Monterrey
Automata Theory,https://www.edx.org/course/automata-theory,Expert Level,Edx,Stanford University,False,Automata Theory https:www.edx.orgcourseautomata theoryNA Expert Level Edx Stanford University
¡Conceptos básicos de Python para Data Science!,https://www.edx.org/course/conceptos-basicos-de-python-para-data-science,Beginner Level,Edx,IBM,False,¡Conceptos básicos de Python para Data Science! https:www.edx.orgcourseconceptos basicos de python para data scienceNA Beginner Level Edx IBM
Herramientas para el Análisis de Big Data,https://www.edx.org/course/herramientas-para-el-analisis-de-big-data,Intermediate Level,Edx,Tecnológico de Monterrey,False,Herramientas para el Análisis de Big Data https:www.edx.orgcourseherramientas para el analisis de big dataNA Intermediate Level Edx Tecnológico de Monterrey
Foundations of Central Bank Law,https://www.edx.org/course/foundation-of-central-bank-law,Intermediate Level,Edx,The International Monetary Fund,False,Foundations of Central Bank Law https:www.edx.orgcoursefoundation of central bank lawNA Intermediate Level Edx The International Monetary Fund
C Programming: Modular Programming and Memory Management,https://www.edx.org/course/c-programming-modular-programming-and-memory-manag,Beginner Level,Edx,Dartmouth_IMTx-Dartmouth College-IMT,False,C Programming: Modular Programming and Memory Management https:www.edx.orgcoursec programming modular programming and memory managNA Beginner Level Edx Dartmouth_IMTx-Dartmouth College-IMT
Enseñanza temprana de matemáticas y ciencias,https://www.edx.org/course/ensenanza-temprana-de-matematicas-y-ciencias,Beginner Level,Edx,Inter-American Development Bank,False,Enseñanza temprana de matemáticas y ciencias https:www.edx.orgcourseensenanza temprana de matematicas y cienciasNA Beginner Level Edx Inter-American Development Bank
Entrepreneurship 102: What can you do for your customer?,https://www.edx.org/course/entrepreneurship-102-what-can-you-do-for-your-cust,Beginner Level,Edx,Massachusetts Institute of Technology,False,Entrepreneurship 102: What can you do for your customer? https:www.edx.orgcourseentrepreneurship 102 what can you do for your custNA Beginner Level Edx Massachusetts Institute of Technology
Italian Language and Culture: Advanced (2019-2020),https://www.edx.org/course/italian-language-and-culture-advanced-2019-2020,Expert Level,Edx,Wellesley College,False,Italian Language and Culture: Advanced (2019-2020) https:www.edx.orgcourseitalian language and culture advanced 2019 2020NA Expert Level Edx Wellesley College
Introduction to Marketing,https://www.edx.org/course/introduction-to-marketing-5,Beginner Level,Edx,The University of Edinburgh,False,Introduction to Marketing https:www.edx.orgcourseintroduction to marketing 5NA Beginner Level Edx The University of Edinburgh
Origins of the Human Mind,https://www.edx.org/course/origins-of-the-human-mind,Beginner Level,Edx,Kyoto University,False,Origins of the Human Mind https:www.edx.orgcourseorigins of the human mindNA Beginner Level Edx Kyoto University
Introduction to Geometry,https://www.edx.org/course/introduction-to-geometry,Beginner Level,Edx,SchoolYourself,False,Introduction to Geometry https:www.edx.orgcourseintroduction to geometryNA Beginner Level Edx SchoolYourself
The Future of Work: Preparing for Disruption,https://www.edx.org/course/the-future-of-work-preparing-for-disruption-2,Beginner Level,Edx,World Bank Group,False,The Future of Work: Preparing for Disruption https:www.edx.orgcoursethe future of work preparing for disruption 2NA Beginner Level Edx World Bank Group
Clinical Reasoning Process,https://www.edx.org/course/clinical-reasoning-process,Beginner Level,Edx,Université de Montréal,False,Clinical Reasoning Process https:www.edx.orgcourseclinical reasoning processNA Beginner Level Edx Université de Montréal
Datos para la efectividad de las políticas públicas,https://www.edx.org/course/datos-para-la-efectividad-de-las-politicas-publi-2,Beginner Level,Edx,Inter-American Development Bank,False,Datos para la efectividad de las políticas públicas https:www.edx.orgcoursedatos para la efectividad de las politicas publi 2NA Beginner Level Edx Inter-American Development Bank
